date,book,chapter_slug,word_count,sources_count,verify_flag_count,pantry_notes_found,pantry_lib_files_used,thin_pantry,mechanism_explained,contested_claims_flagged
2026-05-28,friction-measuring-the-learning-struggle,01-the-artifact-is-no-longer-enough,3565,8,2,yes,0,no,"The decoupling argument — the artifact now has two causal pathways (Genuine Learning→Process→Artifact and AI Generation→Artifact) and the second one bypasses cognition; the wrapper is the variable (Bastani vs Kestin contrast)",0
2026-05-28,friction-measuring-the-learning-struggle,02-what-genuine-learning-leaves-behind,3545,7,0,yes,0,no,"Three neurobiological mechanisms (prediction error, BDNF, dendritic spines) presented as 'why the traces exist' with explicit caveats that mouse motor-cortex and aerobic-exercise evidence does not directly map to classroom essay-writing",0
2026-05-28,friction-measuring-the-learning-struggle,03-y1-temporal-engagement-pattern,3607,7,0,yes,0,no,"Cognitive load theory's prediction that intrinsic-load processing time tracks element-interactivity when the student is bearing the load — AI assistance flattens the correlation",0
2026-05-28,friction-measuring-the-learning-struggle,04-y2-error-trajectory-coherence,3835,5,0,yes,0,no,"Prediction-error-driven incremental schema update producing conceptually adjacent error transitions — Brown & Burton BUGGY as the paradigm; AI-assisted errors scatter randomly through misconception space",0
2026-05-28,friction-measuring-the-learning-struggle,05-y3-cross-context-transfer,3834,8,1,yes,0,no,"Schema formation under germane cognitive load — why AI offload bypasses the cognitive work that produces the abstract representation transferable across surface features",0
2026-05-28,friction-measuring-the-learning-struggle,06-y4-uncertainty-calibration,4013,9,3,yes,0,no,"Koriat's cue-utilization — students judge knowledge by fluency cues, which AI explanations exploit by being maximally fluent; calibration gap is the diagnostic",0
2026-05-28,friction-measuring-the-learning-struggle,07-y5-social-knowledge-texture,4727,6,1,yes,0,no,"Texture as residue of attempted-task struggle — AI cannot produce the anchoring detail because no task was attempted; SKT rubric formalizes four markers instructors already use implicitly",0
2026-05-28,friction-measuring-the-learning-struggle,08-y6-retrieval-strength-decay,3947,8,2,yes,0,no,"Karpicke-Roediger 2006 crossover — retrieval-practice failures build storage strength while restudy fluency builds only retrieval strength; decay curve is the more honest measure",0
2026-05-28,friction-measuring-the-learning-struggle,09-y7-scaffolding-response-curve,4576,7,1,yes,0,no,"ZPD as structural property of a developing mental model — partial hints engage a forming region; borrowed certainty has no region to engage so the hint dies in the gap",0
2026-05-28,friction-measuring-the-learning-struggle,10-the-ensemble,5176,4,1,yes,0,no,"Ensemble robustness through multiplicative gaming cost — faking N partially-independent traces requires N pieces of subject knowledge that themselves constitute learning; framework is gaming-expensive not gaming-proof",0
2026-05-28,friction-measuring-the-learning-struggle,11-building-your-second-evidence-stream,4849,8,0,yes,0,no,"Triage by accessibility not by theoretical importance — pick the two components your current infrastructure already supports and collect data this term to act on next term",0
